Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical
víti,37,"['nheþ', 20, 'nheþs', 3, 'nheos', 3, 'nhens', 3, 'nheo', 3, 'nhfn', 2, 'sfg1en', 1, 'nhen', 1, 'nhfo', 1]",viti,365,"['svg3en', 107, 'nheþ', 94, 'svg1en', 72, 'svg3fn', 61, 'nken', 31]",False,False
íð,1,"['nveþ', 1]",ið,38,"['nhen', 23, 'nheo', 15]",True,False
dírka,3,"['sng', 3]",dirka,1,"['sfg3fn', 1]",True,False
lífum,10,"['nhfþ', 10]",lifum,41,"['sfg1fn', 38, 'svg1fn', 3]",True,False
tíguleg,5,"['lvensf', 5]",tiguleg,1,"['lvensf', 1]",False,True
vísinn,1,"['nkeog', 1]",visinn,3,"['lkensf', 3]",True,False
hlíðunum,23,"['nvfþgs', 14, 'nvfþg', 9]",hliðunum,10,"['nvfþg', 10]",False,False
stígar,5,"['nkfn', 5]",stigar,7,"['nkfn', 7]",False,True
klífa,28,"['sng', 27, 'nkfe', 1]",klifa,5,"['sng', 4, 'sfg1en', 1]",False,False
víki,3,"['svg3en', 3]",viki,2,"['svg3en', 2]",False,True
þríf,4,"['sfg1en', 4]",þrif,8,"['nhfo', 6, 'nhfn', 2]",True,False
víkum,3,"['nvfþ', 3]",vikum,190,"['nvfþ', 176, 'nhfþ', 8, 'sfg1fn', 5, 'sfg1fþ', 1]",False,False
gríp,38,"['sfg1en', 34, 'nkeo', 3, 'nkeþ', 1]",grip,34,"['nkeo', 15, 'nkeþ', 5, 'nhfo', 4, 'nheo', 4, 'nhen', 3, 'e', 2, 'nhfn', 1]",False,False
hrífu,4,"['nveo', 2, 'nveþ', 2]",hrifu,2,"['sfg3fþ', 2]",True,False
líðum,3,"['sfg1fn', 3]",liðum,18,"['nhfþ', 13, 'sfg1fþ', 3, 'nkfþ', 2]",True,False
rígs,1,"['nkee', 1]",rigs,1,"['nhee', 1]",True,False
bíti,4,"['svg3en', 3, 'nheþ', 1]",biti,22,"['nken', 12, 'svg3eþ', 6, 'svg3en', 2, 'nheþ', 1, 'svg1eþ', 1]",False,False
vítur,1,"['nvfo', 1]",vitur,15,"['lkensf', 14, 'lhfosf', 1]",True,False
járnsmíði,2,"['nveþ', 1, 'nveo', 1]",járnsmiði,3,"['nkfo', 3]",True,False
hrína,5,"['sng', 4, 'sfg3fn', 1]",hrina,5,"['nven', 4, 'nvfe', 1]",True,False
rífið,17,"['sbg2fn', 17]",rifið,64,"['ssg', 37, 'sþghen', 12, 'lhensf', 6, 'nheng', 4, 'nheog', 3, 'sbg2fn', 2]",False,False
rífum,3,"['sfg1fn', 2, 'lhfþsf', 1]",rifum,5,"['sfg1fþ', 3, 'nhfþ', 1, 'nvfþ', 1]",True,False
drífu,43,"['nveþs', 17, 'nveos', 13, 'nvees', 12, 'nveo', 1]",drifu,11,"['sfg3fþ', 9, 'svg3fþ', 2]",True,False
austurhlíð,2,"['nveþ', 2]",austurhlið,6,"['nheo', 2, 'nveþ', 2, 'nhfn', 1, 'nven', 1]",False,False
hlíðanna,3,"['nvfeg', 3]",hliðanna,24,"['nhfeg', 23, 'nvfeg', 1]",False,False
silíköt,4,"['nhfn', 3, 'nhfo', 1]",siliköt,1,"['nven', 1]",True,False
sílúr,10,"['nhen', 5, 'nhee', 2, 'nheþ', 2, 'nheo', 1]",silúr,2,"['nhen', 2]",False,False
hlíða,2,"['nvfes', 1, 'nvfe', 1]",hliða,18,"['nhfe', 17, 'lheoof', 1]",True,False
ófríður,4,"['lkensf', 4]",ófriður,20,"['nken', 20]",True,False
tíndar,1,"['lvfnsf', 1]",tindar,8,"['nkfn', 8]",True,False
grípum,3,"['sfg1fn', 3]",gripum,21,"['sfg1fþ', 13, 'nkfþ', 7, 'nhfþ', 1]",True,False
rífumst,2,"['sfm1fn', 2]",rifumst,10,"['sfm1fþ', 10]",True,False
sígar,2,"['nkeo', 2]",sigar,1,"['sfg3en', 1]",True,False
týpískur,2,"['lkensf', 2]",týpiskur,1,"['lkensf', 1]",False,True
svíður,9,"['sfg3en', 9]",sviður,1,"['nvfo', 1]",True,False
indía,1,"['nvens', 1]",india,1,"['nvens', 1]",False,True
sentímetrum,3,"['nkfþ', 3]",sentimetrum,3,"['nkfþ', 3]",False,True
víður,7,"['lkensf', 7]",viður,11,"['nken', 11]",True,False
bít,13,"['sfg1en', 9, 'sbg2en', 3, 'nkeo', 1]",bit,16,"['as', 5, 'lvensf', 3, 'lheosf', 2, 'lhfnsf', 2, 'nhfo', 2, 'lhensf', 1, 'lkensf', 1]",True,False
síg,5,"['sfg1en', 5]",sig,12880,"['fpkeo', 7905, 'fpveo', 2422, 'fpkfo', 1619, 'fpheo', 610, 'fphfo', 184, 'fpvfo', 130, 'nhen', 3, 'nheo', 2, 'nhfn', 2, 'nhfo', 2, 'nvens', 1]",True,False
stígarnir,3,"['nkfng', 3]",stigarnir,5,"['nkfng', 5]",False,True
hnípinn,9,"['lkensf', 9]",hnipinn,1,"['lkensf', 1]",False,True
penní,5,"['nheo', 3, 'nhen', 2]",penni,10,"['nken', 8, 'lhfnvm', 1, 'lveþsf', 1]",True,False
ríði,4,"['svg3en', 3, 'svg3fn', 1]",riði,7,"['svg3eþ', 2, 'svg3en', 2, 'nheþ', 2, 'nken', 1]",False,False
svík,7,"['sfg1en', 7]",svik,34,"['nhfn', 19, 'nhfo', 15]",True,False
svífi,2,"['svg3fn', 2]",svifi,15,"['svg3eþ', 10, 'nheþ', 3, 'svg1eþ', 2]",True,False
rífi,4,"['svg3en', 4]",rifi,20,"['nheþs', 11, 'nheþ', 7, 'svg3en', 2]",False,False
gín,5,"['sfg3en', 5]",gin,20,"['nheo', 10, 'nhen', 8, 'nhfn', 2]",True,False
gínum,4,"['nvfþ', 3, 'sfg1fn', 1]",ginum,1,"['sfg1fþ', 1]",True,False
drífið,3,"['sfg2fn', 1, 'sbg2fn', 1, 'nheog', 1]",drifið,41,"['ssg', 30, 'nheog', 6, 'lhensf', 2, 'sþghen', 2, 'nheng', 1]",False,False
húsasmíðum,1,"['nvfþ', 1]",húsasmiðum,1,"['nkfþ', 1]",True,False
slítum,1,"['svg1fn', 1]",slitum,5,"['sfg1fþ', 3, 'nhfþ', 2]",True,False
íslam,6,"['nheo', 6]",islam,2,"['e', 1, 'nhen', 1]",True,False
múslímar,5,"['nkfn', 5]",múslimar,1,"['nkfn', 1]",False,True
blíndi,6,"['sfg3eþ', 6]",blindi,27,"['lkenvf', 17, 'svg3en', 8, 'nvee', 2]",True,False
múslími,2,"['nken', 2]",múslimi,6,"['nken', 6]",False,True
lín,4,"['nheo', 2, 'nhen', 2]",lin,6,"['lvensf', 3, 'nheo', 1, 'lhfosf', 1, 'nhen', 1]",False,False
lítir,2,"['svg2en', 2]",litir,31,"['nkfn', 24, 'lkfnsf', 5, 'svg2eþ', 2]",True,False
rommí,3,"['nheo', 3]",rommi,3,"['nheþ', 3]",True,False
stígi,2,"['nkfo', 1, 'svg3fn', 1]",stigi,120,"['nheþ', 89, 'nken', 15, 'svg3eþ', 12, 'svg1eþ', 2, 'nkens', 2]",True,False
gínu,22,"['nvee', 11, 'nveo', 7, 'nveþ', 4]",ginu,1,"['svg3fþ', 1]",True,False
drífi,3,"['svg1en', 2, 'svg3fn', 1]",drifi,1,"['svg3en', 1]",True,False
ríf,6,"['sfg1en', 5, 'lhfnsf', 1]",rif,9,"['nheo', 3, 'nkeþ', 2, 'nheos', 2, 'nhen', 1, 'nhfn', 1]",True,False
dríf,6,"['sfg1en', 4, 'nhen', 2]",drif,4,"['nheo', 2, 'nhfo', 1, 'nhfn', 1]",True,False
tíni,4,"['sfg1en', 4]",tini,4,"['nheþ', 3, 'nken', 1]",True,False
spík,1,"['nven', 1]",spik,3,"['nheo', 3]",True,False
brandí,1,"['nheo', 1]",brandi,11,"['nkeþs', 6, 'nkeþ', 5]",True,False
gríslinga,1,"['nkfe', 1]",grislinga,3,"['nkfo', 2, 'nkfe', 1]",False,False
ríðið,2,"['sfg2fn', 2]",riðið,58,"['ssg', 38, 'nheng', 13, 'sþghen', 6, 'nheog', 1]",True,False
rísum,3,"['sfg1fn', 2, 'nhfþ', 1]",risum,3,"['sfg1fþ', 2, 'nhfþ', 1]",False,False
víkist,1,"['svm3fn', 1]",vikist,3,"['sþmhen', 2, 'ssm', 1]",True,False
svíði,3,"['svg3en', 3]",sviði,237,"['nheþ', 232, 'nken', 3, 'svg3eþ', 1, 'nheþs', 1]",True,False
fríðar,1,"['lvfnsf', 1]",friðar,40,"['nkee', 36, 'nkeng', 2, 'nkees', 1, 'sfg3en', 1]",True,False
tínið,1,"['sfg2fn', 1]",tinið,1,"['nheog', 1]",True,False
skríðum,2,"['sfg1fn', 2]",skriðum,16,"['sfg1fþ', 10, 'nvfþ', 6]",True,False
smábíl,1,"['nkeo', 1]",smábil,1,"['nhen', 1]",True,False
líðast,4,"['snm', 2, 'sfm3fn', 2]",liðast,20,"['ssm', 8, 'sfm3en', 6, 'snm', 5, 'sfm3fn', 1]",False,False
úníformi,1,"['nheþ', 1]",úniformi,4,"['nheþ', 4]",False,True
svíkist,1,"['svm3en', 1]",svikist,1,"['ssm', 1]",True,False
míg,2,"['sfg1en', 2]",mig,11711,"['fp1eo', 11694, 'nveo', 10, 'x', 2, 'nkeþ', 2, 'nhen', 2, 'nkeo', 1]",True,False
sentímetri,3,"['nken', 3]",sentimetri,1,"['nken', 1]",False,True
rífist,1,"['svm3fn', 1]",rifist,14,"['ssm', 9, 'svm3eþ', 5]",True,False
rístu,3,"['sbg2en', 3]",ristu,4,"['sfg3fþ', 4]",True,False
kríka,1,"['nkeþ', 1]",krika,2,"['nkeþ', 1, 'nkfo', 1]",False,False
norðurhlíðinni,1,"['nveþg', 1]",norðurhliðinni,1,"['nveþg', 1]",False,True
skríðið,2,"['sfg2fn', 1, 'sbg2fn', 1]",skriðið,29,"['ssg', 24, 'nheng', 4, 'nheog', 1]",True,False
vína,1,"['nhfe', 1]",vina,178,"['nkfe', 127, 'nven', 45, 'sng', 2, 'nvfe', 2, 'sfg3fn', 1, 'nkfo', 1]",True,False
ríðum,15,"['sfg1fn', 8, 'svg1fn', 4, 'nhfþ', 3]",riðum,37,"['sfg1fþ', 26, 'sfg1fn', 10, 'nhfþ', 1]",False,False
mígið,1,"['sbg2fn', 1]",migið,7,"['ssg', 2, 'nheng', 2, 'nheog', 2, 'lhensf', 1]",True,False
víl,1,"['nheo', 1]",vil,817,"['sfg1en', 744, 'x', 46, 'nhen', 15, 'nheo', 11, 'nkens', 1]",False,False
víli,1,"['nheþ', 1]",vili,2,"['nken', 2]",True,False
píparinn,8,"['nkeng', 8]",piparinn,2,"['nkeng', 1, 'nkeog', 1]",False,False
víkurnar,1,"['nvfog', 1]",vikurnar,76,"['nvfog', 58, 'nvfng', 18]",False,False
ríst,1,"['sfg2en', 1]",rist,21,"['ssg', 7, 'lvensf', 5, 'nven', 3, 'nveo', 2, 'nveþ', 2, 'lhfnsf', 1, 'lhensf', 1]",True,False
kím,1,"['nheo', 1]",kim,3,"['e', 3]",True,False
svíma,1,"['nkeþ', 1]",svima,26,"['nkeþ', 7, 'nkeo', 7, 'sng', 6, 'nkee', 6]",False,False
slít,2,"['sfg1en', 2]",slit,16,"['nheo', 14, 'nhfo', 2]",True,False
stígir,1,"['svg2en', 1]",stigir,1,"['svg2eþ', 1]",True,False
kvíð,1,"['sbg2en', 1]",kvið,16,"['nkeo', 14, 'nkeþ', 2]",True,False
