Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical,Min freq
einn,3781,"['tfken', 995, 'tfkeo', 835, 'foken', 681, 'lkensf', 673, 'fokeo', 592, 'lkeosf', 3, 'tfheo', 2]",ein,1746,"['tfven', 801, 'lvensf', 411, 'foven', 371, 'lhfnsf', 81, 'fohfn', 31, 'lhfosf', 28, 'fohfo', 7, 'e', 5, 'aa', 5, 'lhfnsf', 2, 'lvensf', 1, 'nveng', 1, 'lhfosf', 1, 'as', 1]",TRUE,FALSE,1746
einna,174,"['fohfe', 167, 'fokfe', 7]",eina,1883,"['tfveo', 702, 'lhenvf', 515, 'lvenvf', 257, 'foveo', 231, 'lheovf', 64, 'lheþvf', 35, 'lkeovf', 23, 'lkeþvf', 19, 'lkfosf', 10, 'sng', 7, 'fokfo', 6, 'lveosf', 5, 'sfg3fn', 4, 'nvens', 2, 'lkeevf', 2, 'sfg1en', 1]",TRUE,FALSE,174
einnar,68,"['tfvee', 55, 'lveesf', 11, 'fovee', 2]",einar,679,"['nkens', 549, 'nkeos', 53, 'x', 36, 'lvfnsf', 28, 'lvfosf', 11, 'sfg3en', 1, 'fovfo', 1]",TRUE,FALSE,68
einni,569,"['tfveþ', 347, 'foveþ', 179, 'lveþsf', 43]",eini,270,"['lkenvf', 267, 'nkeþs', 3]",TRUE,FALSE,270
einráðinn,1,"['lkensf', 1]",einráðin,1,"['lvensf', 1]",TRUE,FALSE,1
einræðisherranna,2,"['nkfeg', 2]",einræðisherrana,1,"['nkfog', 1]",TRUE,FALSE,1
einrænn,12,"['lkensf', 12]",einræn,2,"['lvensf', 2]",TRUE,FALSE,2
einstaklinganna,7,"['nkfeg', 7]",einstaklingana,2,"['nkfog', 2]",TRUE,FALSE,2
einstaklingsbundinn,1,"['lkeosf', 1]",einstaklingsbundin,1,"['lhfnsf', 1]",TRUE,FALSE,1
einstæðinganna,1,"['nkfeg', 1]",einstæðingana,1,"['nkfog', 1]",TRUE,FALSE,1
embættismannaskólanna,2,"['nkfeg', 2]",embættismannaskólana,1,"['nkfog', 1]",TRUE,FALSE,1
endanna,3,"['nkfeg', 3]",endana,8,"['nkfog', 8]",TRUE,FALSE,3
endurborinn,2,"['lkensf', 2]",endurborin,3,"['lvensf', 3]",TRUE,FALSE,2
endurgoldinn,1,"['lkeosf', 1]",endurgoldin,1,"['sþgven', 1]",TRUE,FALSE,1
endurtekinn,1,"['sþgken', 1]",endurtekin,18,"['sþgven', 12, 'lhfosf', 3, 'lhfnsf', 3]",TRUE,FALSE,1
endurvakinn,1,"['lkensf', 1]",endurvakin,4,"['lvensf', 4]",TRUE,FALSE,1
